1,0
178173295923822600,0
195915455024594940,19
198804257627963400,0
206082963585237000,0
209727801765527550,0
237330999757897730,0
244948008561541120,0
254653973280194600,0
303561269397684200,0
304626608453713900,0
306062577140629500,0
307595114707025900,0
317951881873850400,0
346668990547886100,0
351380870336086000,0
353233291815551000,0
355460176221962240,0
368491978398367740,0
369216458724474900,0
374560883885473800,0
379192473261703200,0
395656024503222300,0
415805136884072450,0
423151044181360640,0
426771083077746700,0
437239899926691840,0
467009396036206600,0
469584465216274400,0
469633839120121860,0
490867444102070300,0
549584049195319300,0
585148053275803600,0
